*Soil Carbon Balance Summary

*DSSAT Cropping System Model Ver. 4.8.0.027 -develop  JUN 30, 2022 07:20:22
!                             <----------------- Initial State Variables ----------------><------------------ Final State Variables -----------------><----------- Added ----------><---------------- Lost ---------------->
!                             <-------- SOM-C -------><-------- FOM-C -------><-----CH4--><-------- SOM-C -------><-------- FOM-C -------><-----CH4--><---OM---><Senesced><-HarvRes><----------------- GHG ----------------><--Balance->
!                                     Surf        Soil        Surf        Soil     Storage        Surf        Soil        Surf        Soil     Storage 
@Run FILEX               TN CR       SC0Di      SOMCTi       LC0Di       LCTDi     CH4STDi        SC0D       SOMCT        LC0D        LCTD      CH4STD      OMAC     SENCC      HRCH     CO2EC     CH4EC    CH4LCC    CH4COC      CUMBAL
 261 TERRAR01.SGX       261 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 262 TERRAR01.SGX       262 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 263 TERRAR01.SGX       263 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 264 TERRAR01.SGX       264 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 265 TERRAR01.SGX       265 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 266 TERRAR01.SGX       266 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 267 TERRAR01.SGX       267 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 268 TERRAR01.SGX       268 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 269 TERRAR01.SGX       269 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 270 TERRAR01.SGX       270 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 271 TERRAR01.SGX       271 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 272 TERRAR01.SGX       272 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 273 TERRAR01.SGX       273 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 274 TERRAR01.SGX       274 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 275 TERRAR01.SGX       275 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 276 TERRAR01.SGX       276 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 277 TERRAR01.SGX       277 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 278 TERRAR01.SGX       278 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 279 TERRAR01.SGX       279 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 280 TERRAR01.SGX       280 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 281 TERRAR01.SGX       281 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 282 TERRAR01.SGX       282 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 283 TERRAR01.SGX       283 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 284 TERRAR01.SGX       284 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 285 TERRAR01.SGX       285 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 286 TERRAR01.SGX       286 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 287 TERRAR01.SGX       287 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 288 TERRAR01.SGX       288 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 289 TERRAR01.SGX       289 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 290 TERRAR01.SGX       290 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 291 TERRAR01.SGX       291 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 292 TERRAR01.SGX       292 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 293 TERRAR01.SGX       293 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 294 TERRAR01.SGX       294 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 295 TERRAR01.SGX       295 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 296 TERRAR01.SGX       296 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 297 TERRAR01.SGX       297 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 298 TERRAR01.SGX       298 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 299 TERRAR01.SGX       299 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 300 TERRAR01.SGX       300 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 301 TERRAR01.SGX       301 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 302 TERRAR01.SGX       302 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 303 TERRAR01.SGX       303 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 304 TERRAR01.SGX       304 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 305 TERRAR01.SGX       305 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 306 TERRAR01.SGX       306 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 307 TERRAR01.SGX       307 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 308 TERRAR01.SGX       308 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 309 TERRAR01.SGX       309 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 310 TERRAR01.SGX       310 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 311 TERRAR01.SGX       311 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 312 TERRAR01.SGX       312 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 313 TERRAR01.SGX       313 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 314 TERRAR01.SGX       314 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 315 TERRAR01.SGX       315 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 316 TERRAR01.SGX       316 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 317 TERRAR01.SGX       317 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 318 TERRAR01.SGX       318 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 319 TERRAR01.SGX       319 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 320 TERRAR01.SGX       320 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 321 TERRAR01.SGX       321 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 322 TERRAR01.SGX       322 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 323 TERRAR01.SGX       323 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 324 TERRAR01.SGX       324 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 325 TERRAR01.SGX       325 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 326 TERRAR01.SGX       326 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 327 TERRAR01.SGX       327 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 328 TERRAR01.SGX       328 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 329 TERRAR01.SGX       329 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 330 TERRAR01.SGX       330 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 331 TERRAR01.SGX       331 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 332 TERRAR01.SGX       332 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 333 TERRAR01.SGX       333 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 334 TERRAR01.SGX       334 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 335 TERRAR01.SGX       335 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 336 TERRAR01.SGX       336 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 337 TERRAR01.SGX       337 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 338 TERRAR01.SGX       338 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 339 TERRAR01.SGX       339 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 340 TERRAR01.SGX       340 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 341 TERRAR01.SGX       341 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 342 TERRAR01.SGX       342 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 343 TERRAR01.SGX       343 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 344 TERRAR01.SGX       344 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 345 TERRAR01.SGX       345 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 346 TERRAR01.SGX       346 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 347 TERRAR01.SGX       347 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 348 TERRAR01.SGX       348 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 349 TERRAR01.SGX       349 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 350 TERRAR01.SGX       350 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 351 TERRAR01.SGX       351 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 352 TERRAR01.SGX       352 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 353 TERRAR01.SGX       353 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 354 TERRAR01.SGX       354 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 355 TERRAR01.SGX       355 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 356 TERRAR01.SGX       356 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 357 TERRAR01.SGX       357 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 358 TERRAR01.SGX       358 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 359 TERRAR01.SGX       359 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 360 TERRAR01.SGX       360 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 361 TERRAR01.SGX       361 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 362 TERRAR01.SGX       362 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 363 TERRAR01.SGX       363 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 364 TERRAR01.SGX       364 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 365 TERRAR01.SGX       365 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 366 TERRAR01.SGX       366 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 367 TERRAR01.SGX       367 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 368 TERRAR01.SGX       368 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 369 TERRAR01.SGX       369 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 370 TERRAR01.SGX       370 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 371 TERRAR01.SGX       371 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 372 TERRAR01.SGX       372 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 373 TERRAR01.SGX       373 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 374 TERRAR01.SGX       374 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 375 TERRAR01.SGX       375 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 376 TERRAR01.SGX       376 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 377 TERRAR01.SGX       377 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 378 TERRAR01.SGX       378 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 379 TERRAR01.SGX       379 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 380 TERRAR01.SGX       380 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 381 TERRAR01.SGX       381 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 382 TERRAR01.SGX       382 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 383 TERRAR01.SGX       383 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 384 TERRAR01.SGX       384 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 385 TERRAR01.SGX       385 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 386 TERRAR01.SGX       386 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 387 TERRAR01.SGX       387 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 388 TERRAR01.SGX       388 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 389 TERRAR01.SGX       389 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 390 TERRAR01.SGX       390 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 391 TERRAR01.SGX       391 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 392 TERRAR01.SGX       392 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 393 TERRAR01.SGX       393 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 394 TERRAR01.SGX       394 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 395 TERRAR01.SGX       395 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 396 TERRAR01.SGX       396 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 397 TERRAR01.SGX       397 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 398 TERRAR01.SGX       398 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 399 TERRAR01.SGX       399 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
 400 TERRAR01.SGX       400 SG        0.00   118234.42        0.00        0.00        0.00        0.00   117664.47        0.00       22.32        0.00      0.00     34.67      0.00    582.22      0.00      0.00      0.00     -0.0787
